koi_dikco_msky,koi_dicco_msky,koi_max_mult_ev,koi_fwm_srao,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dikco_mdec,koi_dicco_mdec,koi_ror,koi_dicco_mra,koi_prad,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_max_sngle_ev,koi_period,koi_fwm_prao,koi_num_transits,koi_ldm_coeff1,koi_incl,koi_fwm_stat_sig,koi_depth,koi_fwm_pdeco,koi_ldm_coeff2,koi_bin_oedp_sig,koi_count,koi_fpflag_nt,koi_teq,koi_insol,koi_impact,koi_steff,koi_fwm_sra,koi_disposition_num
0.22,0.16,61.405857,-0.09,-0.09,-0.136,70.9,-0.178,-0.157,0.029843,-0.044,2.92,0,26.669,0,10.483351,8.689301216,0.00013,126.0,0.5167,89.94,0.672,1117.0,5e-05,0.1914,0.4481,2,0,782.0,88.24,0.029,5211.0,19.9071895,2
0.09,0.17,27.840118,-0.07,-0.5,0.08,44.7,0.03,0.04,0.030358,0.17,2.97,0,64.9,0,9.976729,20.99757968,9e-05,51.0,0.5167,89.76,0.052,1131.8,0.00044,0.1914,0.7615,2,0,582.0,27.2,0.277,5211.0,19.90719,2
0.583,0.61,21.955296,31.88,3.68,-0.004,27.0,-0.017,0.0,0.020166,0.0,1.64,0,6.86,1,4.4168143,0.979442525,-0.01375,1158.0,0.398,86.76,0.0,469.3,-0.00295,0.2665,0.0202,1,0,1567.0,1420.01,0.388,5532.0,19.8768068,0
0.119,0.017,1089.1381,-0.041,0.173,0.119,113.5,0.005,-0.008,0.130153,-0.015,14.16,0,8.92,0,95.42834,3.120828136,9e-05,435.0,0.3511,84.95,0.0,16456.0,0.0009,0.2889,0.0013,1,0,1303.0,680.79,0.784,6122.0,18.86440956,2
0.51,0.54,22.03249,0.73,-0.46,0.51,19.8,0.03,0.09,0.014946,0.53,2.57,0,46.8,0,4.307178,15.13590453,-5e-05,88.0,0.3589,89.44,0.406,255.7,9e-05,0.2891,0.9586,1,0,933.0,179.16,0.46,6050.0,19.997167,2
6.65,6.03,17.877892,2.81,-23.09,-0.18,22.7,-6.65,-6.03,0.012581,-0.12,1.0,0,5.942,1,4.8151937,1.399326503,-0.00048,963.0,0.6908,89.92,0.0,206.4,0.00414,0.0628,0.0,1,0,1143.0,402.58,0.009,4502.0,19.288143,0
0.69,0.17,35.267838,-0.01,-0.45,0.04,42.8,-0.69,0.09,0.016332,0.15,0.87,0,10.175,0,4.7435646,1.937029968,-1e-05,688.0,0.2365,89.41,0.109,312.3,-0.00011,0.4175,0.4049,2,0,802.0,97.94,0.105,4042.0,18.8756977,2
0.72,0.15,20.562792,0.19,0.04,-0.2,27.2,-0.7,0.13,0.022906,-0.08,1.23,0,29.9,0,4.9078355,7.06117322,-0.00011,172.0,0.2365,88.38,0.011,481.7,-0.00039,0.4175,0.5339,2,0,521.0,17.41,0.845,4042.0,18.875703,2
0.16,0.14,33.71081,0.49,0.74,-0.14,40.6,0.07,0.13,0.026301,-0.05,3.19,0,19.19,0,6.629865,20.55331441,7e-05,66.0,0.3239,87.62,0.807,678.3,9e-05,0.3029,0.9233,1,0,749.0,74.49,0.795,6325.0,19.760229,2
0.12,0.0,47.246983,0.17,0.37,0.07,62.0,0.1,0.0,0.028574,0.0,3.1,0,53.46,0,11.227994,40.0686713,8e-05,33.0,0.3342,89.97,0.0,970.9,-0.00047,0.2965,0.823,1,0,560.0,23.27,0.029,6026.0,19.6637949,2
0.148,0.064,196.19203,-0.455,-0.186,-0.141,230.6,-0.045,0.034,0.06617,0.054,12.28,0,64.44,0,69.59541,114.73658,0.00148,11.0,0.4288,89.47,0.0,4850.0,2e-05,0.2472,0.6295,4,0,476.0,12.13,0.595,5597.0,19.861113,2
0.74,0.66,27.220509,-0.11,0.14,-0.73,36.8,-0.12,-0.024,0.034854,-0.66,6.47,0,47.5,0,18.385841,191.239133,0.0,4.0,0.4288,88.94,0.342,1061.2,0.0,0.2472,0.3547,4,0,401.0,6.14,0.876,5597.0,19.861122,2
1.85,1.67,9.252706,-0.9,0.7,-0.45,17.6,-1.79,-1.65,0.010694,-0.21,1.98,0,9.06,0,2.8962574,5.83393857,6e-05,184.0,0.4288,87.48,0.354,134.4,-8e-05,0.2472,0.2187,4,0,1285.0,642.83,0.398,5597.0,19.861102,1
4.815,4.937,24.034557,-9.76,4.4,-4.279,26.4,2.208,2.251,3.451933,-4.394,294.02,1,15.06,1,7.781012,24.3282251,0.01009,56.0,0.4966,72.91,0.0,1120.6,-0.00461,0.2043,0.8664,1,0,520.0,17.33,4.426,5286.0,19.799223,0
0.262,0.148,57.242867,0.23,-0.2,-0.214,69.3,-0.15,0.05,0.02789,-0.138,3.01,0,22.1,0,10.29819,10.41572666,-1e-05,132.0,0.4695,88.23,0.137,825.3,-0.00014,0.224,0.299,3,0,797.0,95.64,0.682,5511.0,19.853015,2
0.56,0.48,23.425465,0.44,1.1,0.56,28.9,-0.02,-0.03,0.015631,0.48,2.53,0,18.53,0,6.9875393,14.97031664,6e-05,70.0,0.4133,88.91,0.0,290.5,-0.00041,0.26,0.0425,3,0,883.0,143.33,0.352,5726.0,19.886342,2
1.18,1.15,11.423345,0.8,2.77,-0.19,17.9,1.16,1.13,0.01424,-0.2,2.31,0,23.22,0,4.6487665,32.2753853,-3e-05,30.0,0.4133,88.5,0.0,223.9,-0.00072,0.26,0.7684,3,0,683.0,51.5,0.608,5726.0,19.886351,2
2.5,2.4,8.8826475,1.2,0.6,1.53,9.8,2.0,2.1,0.00871,1.2,1.02,0,12.58,0,4.6442986,6.33027476,-4e-05,153.0,0.3652,88.24,0.324,89.2,-0.00011,0.2817,0.4866,3,0,1046.0,283.31,0.3288,5900.0,19.886364,1
0.75,0.84,12.92448,-1.4,0.4,0.74,15.0,0.16,0.1,0.02464,0.83,2.43,0,33.3,0,4.95927,38.3262237,0.0005,28.0,0.5167,88.34,0.218,392.1,-0.0001,0.1914,0.1966,1,0,480.0,12.56,0.963,5229.0,18.942137,2
0.76,0.61,17.655901,-0.66,-0.75,0.18,21.2,0.74,0.6,0.030112,0.11,1.75,0,4.9,0,3.277066,4.04355245,0.00021,265.0,0.4768,78.42,0.004,416.2,0.00037,0.2575,0.9307,1,0,613.0,33.34,0.984,3871.0,18.942173,2
0.14,3.99,33.80947,-0.683,1.44,0.1,30.8,-0.1,-3.73,0.034955,1.43,3.28,0,21.94,0,6.867977,5.59728249,-0.00031,200.0,0.4526,88.76,0.0,1407.3,0.00113,0.2327,0.7283,1,0,930.0,176.53,0.473,5610.0,19.6956062,1
0.68,0.75,17.317513,-1.7,-0.4,-0.37,20.7,0.58,0.6,0.02055,-0.46,2.25,0,13.37,0,4.0776553,5.52418625,0.00091,194.0,0.5256,87.89,0.0,491.0,5e-05,0.186,0.2191,2,0,976.0,214.86,0.492,5334.0,19.662885,2
0.7,0.62,10.845035,1.3,0.3,0.65,12.7,0.27,0.29,0.017427,0.54,1.91,0,18.68,0,2.9793203,8.77514782,-0.00038,119.0,0.5256,88.45,0.199,351.9,-0.00023,0.186,0.8304,2,0,837.0,115.84,0.504,5334.0,19.662955,2
0.32,0.26,16.372225,-0.85,0.13,0.28,19.5,-0.16,-0.11,0.029978,0.24,3.8,1,46.1,0,3.654831,10.12742274,0.00097,102.0,0.2998,89.13,0.197,933.5,-0.0003,0.3138,0.7167,1,0,969.0,208.77,0.696,6392.0,19.609768,0
0.96,0.99,42.253517,1.47,0.28,0.89,55.6,0.35,0.34,0.021683,0.93,2.09,0,3.37,1,4.8508654,0.870693883,-0.00067,1533.0,0.3342,75.72,0.0,438.5,-0.00024,0.2965,0.8734,1,0,1876.0,2923.54,0.832,5985.0,19.8756297,0
0.43,0.33,27.182098,-0.23,-0.74,-0.35,30.7,-0.25,-0.09,0.026833,-0.32,2.58,0,16.41,0,6.4298744,27.5071114,0.00016,48.0,0.3928,86.79,0.054,580.7,0.00032,0.2676,0.0797,1,0,569.0,24.71,0.918,5783.0,19.820081,2
0.55,0.47,17.12765,-1.08,0.62,-0.4,20.2,-0.38,-0.27,0.015692,-0.39,1.55,0,14.77,0,3.594026,5.1443645,0.00045,261.0,0.5256,89.88,0.011,310.7,-0.00021,0.186,0.3117,2,0,923.0,171.63,0.031,5157.0,18.898518,2
0.27,0.02,34.93317,0.6,-0.02,0.05,41.5,0.27,0.01,0.024147,0.01,2.5,0,25.0,0,6.3423014,18.45848388,0.00056,73.0,0.5167,88.09,0.0,535.3,-4e-05,0.1914,0.8028,1,0,632.0,37.81,0.832,5311.0,19.3239581,2
0.15,0.07,24.828281,0.1,-0.11,0.15,31.6,-0.01,-0.06,0.022458,-0.02,1.95,0,41.4,0,6.153776,25.9421582,0.0001,50.0,0.5256,89.2,0.35,569.7,0.00016,0.186,0.687,1,0,501.0,14.85,0.577,5167.0,19.019749,2
0.45,0.35,43.052994,0.29,-0.13,0.45,54.4,0.02,0.0,0.015768,0.35,1.78,0,30.68,0,7.581757,21.06075303,-9e-05,65.0,0.4035,89.67,0.07,301.2,-8.8e-05,0.2622,0.2406,1,0,669.0,47.39,0.176,5706.0,19.8784894,2
0.45,0.26,43.509666,0.02,-0.45,-0.06,51.2,-0.45,-0.26,0.025138,0.02,2.71,0,24.6,0,9.113019,13.08424286,0.00014,102.0,0.4695,88.37,0.409,662.0,5e-05,0.224,0.9113,3,0,739.0,70.51,0.701,5511.0,19.8530098,2
0.032,0.008,2803.75,0.0356,0.0445,0.002,2833.1,0.032,0.002,0.121923,-0.008,12.73,0,8.546,0,193.02173,2.684328541,0.00169,501.0,0.4415,89.49,0.0,18136.0,-0.00139,0.2396,0.9272,1,0,1265.0,603.57,0.076,5561.0,19.52371696,2
0.583,0.61,19.2544115,-0.0005,-0.034,-0.004,4.5,-0.017,0.0,0.010418,0.0,1.23,0,82.7,0,5.5897505,23.3397956,0.0,143.0,0.4302,89.95,0.006,125.1,0.0,0.2486,0.4866,3,0,653.0,43.02,0.4757,5671.0,19.48498256,1
0.37,0.29,17.98488,0.12,0.42,0.03,22.4,0.37,-0.05,0.022156,-0.29,1.41,0,13.469,0,3.7419364,2.806243488,0.00053,472.0,0.6443,89.82,0.007,599.6,0.00044,0.101,0.7165,1,0,771.0,83.53,0.043,4153.0,19.286046,2
10.37,10.53,19.963707,56.09,84.49,7.116,36.8,7.544,7.692,0.011986,7.191,1.12,0,2.44,1,4.435737,2.27190723,-0.006424,477.0,0.3728,72.88,0.0,149.0,-0.009691,0.2787,0.7053,1,0,1318.0,714.27,0.719,5788.0,19.65032,0
2.583,2.567,80.6308,1.647,-2.11,1.715,91.2,-1.932,-1.909,0.234114,1.717,49.34,0,4.92,1,11.479321,7.132351753,-0.001091,188.0,0.2246,75.8,0.0,744.1,0.001513,0.3399,0.9693,1,0,1579.0,1466.12,1.206,7530.0,19.6553985,0
0.24,0.14,32.68434,-0.19,-0.11,0.03,39.6,-0.24,-0.13,0.028965,-0.05,3.09,0,9.14,0,5.4433193,6.53194024,0.00047,129.0,0.5256,84.79,0.038,771.9,0.00021,0.186,0.8123,2,0,907.0,159.66,0.83,5301.0,18.953125,2
0.25,0.2,16.529358,1.31,-0.19,0.05,19.6,-0.24,-0.2,0.020447,-0.06,2.07,0,74.62,0,5.4655075,51.3011844,-0.00066,21.0,0.3447,90.0,0.125,498.9,0.00011,0.2916,0.764,1,0,492.0,13.86,0.003,6032.0,18.974451,2
0.533,0.066,1356.9958,-0.2935,0.5674,-0.276,83.5,0.456,0.066,0.440466,-0.01,16.07,1,4.56,0,98.81571,1.097211085,-0.0001,974.0,0.3142,75.45,0.0,38946.0,-0.0016,0.3976,1.0,1,0,740.0,71.01,1.145,3497.0,18.91976093,0
0.32,0.04,41.280567,-0.06,-0.21,0.32,54.4,-0.04,-0.03,0.013337,-0.03,1.58,0,5.6049,0,4.324426,0.938466959,7.2e-05,1135.0,0.4603,89.45,0.08,217.4,5.4e-05,0.2291,0.8727,1,0,1876.0,2919.17,0.054,5499.0,18.982095,2
0.44,0.48,13.279842,-0.3,0.4,-0.27,15.4,0.35,0.36,0.025685,-0.31,3.62,0,26.0,0,5.7422523,51.3901452,5e-05,17.0,0.3729,87.91,0.958,494.0,-7e-05,0.2826,0.0943,1,0,570.0,24.98,0.946,6074.0,19.575053,1
0.099,0.006,1264.7878,0.146,0.088,-0.038,1287.4,0.092,-0.006,0.115425,-0.002,11.38,0,10.662,0,97.47379,3.217518511,0.00095,413.0,0.3858,86.57,0.0,14319.0,0.00106,0.2711,0.0118,1,0,1185.0,464.73,0.638,5720.0,19.29564616,2
0.078,0.036,213.7086,0.187,0.077,0.046,28.2,0.062,0.003,0.037636,-0.036,3.86,0,11.87,0,27.653961,4.66271902,0.0,233.0,0.4191,87.66,0.006,1630.6,1e-06,0.2555,0.4582,2,0,1039.0,274.98,0.485,5729.0,19.8988598,2
0.01,0.08,80.44857,-0.02,-0.11,-0.01,10.5,0.005,-0.034,0.033946,-0.07,3.48,0,17.58,0,13.718739,11.8150174,0.0,85.0,0.4191,87.15,0.006,1003.0,0.00018,0.2555,0.6031,2,0,762.0,79.66,0.875,5729.0,19.8988541,2
0.52,0.07,238.17216,0.177,0.481,0.227,246.6,0.47,-0.06,0.04418,0.036,3.47,0,15.79,0,34.478985,7.834433676,9e-06,135.0,0.5746,87.41,0.0,2018.1,0.000159,0.1496,0.6652,3,0,689.0,53.33,0.714,4920.0,19.17371035,2
0.3,0.22,134.81491,0.238,0.483,0.16,115.1,0.25,-0.22,0.027938,0.0,2.2,0,6.55,0,14.961813,3.005156911,-3.9e-05,342.0,0.5746,82.59,0.016,691.6,5.2e-05,0.1496,0.4268,3,0,949.0,191.27,0.844,4920.0,19.1737121,2
0.33,0.36,32.242672,0.5,0.32,-0.13,37.1,0.31,0.35,0.022235,-0.1,2.48,0,43.3,0,7.8523555,33.3856176,-0.00013,39.0,0.4035,89.26,0.801,553.2,4e-05,0.2622,0.0994,2,0,580.0,26.73,0.562,5833.0,19.720453,2
1.16,1.25,18.904547,-0.4,-1.1,0.96,22.7,-0.6,-0.9,0.014903,0.89,1.71,0,9.26,1,6.320179,8.48039789,0.00015,128.0,0.4785,86.99,0.003,259.7,0.00029,0.2193,0.1761,1,0,866.0,132.85,0.486,5401.0,19.915328,0
8.017,8.012,8.643481,33.5,-16.1,7.845,11.5,-1.654,-1.672,0.009657,7.84,0.86,0,8.581,1,4.4195385,1.333395306,-0.00284,1009.0,0.5086,88.99,0.0,114.5,0.00139,0.1959,0.1971,1,0,1390.0,880.53,0.151,5199.0,19.262526,0
0.4,0.16,31.662823,-0.02,0.2,0.02,33.3,0.4,0.15,0.016382,-0.06,4.65,0,6.15,0,5.1115084,7.71467686,1.7e-05,180.0,0.2544,81.59,0.797,233.9,3e-06,0.3299,0.3543,2,0,1622.0,1636.72,0.899,6900.0,18.7980823,2
0.19,0.23,16.398657,0.79,0.03,0.18,18.0,-0.05,0.14,0.01451,0.19,1.71,0,3.62,0,4.6596465,4.4444826,-0.00012,302.0,0.3239,74.94,0.412,163.0,-5e-05,0.3029,0.676,1,0,1217.0,518.45,0.941,6240.0,19.266193,2
7.55,7.87,21.90635,-10.87,5.84,-6.18,35.4,4.34,4.75,0.025739,-6.28,3.18,1,4.16,1,11.088186,21.3781146,0.00448,52.0,0.3344,77.42,0.0,556.1,-0.00245,0.3022,0.8661,1,0,727.0,65.94,0.906,6218.0,19.577406,0
0.17,0.22,31.4297,-0.07,-0.9,0.14,39.5,-0.1,0.05,0.035889,0.22,3.15,0,6.444,0,7.930523,29.5422566,0.0,46.0,0.4341,81.44,0.006,879.9,0.00065,0.2434,0.5159,2,0,515.0,16.56,0.959,5510.0,18.8292775,2
0.23,0.38,19.9715,0.2,-0.22,0.0,27.1,0.23,0.37,0.034847,0.08,3.06,0,35.5,0,10.278042,144.551628,0.0,10.0,0.4341,88.57,0.006,1035.2,7e-05,0.2434,0.1056,2,0,303.0,1.99,0.887,5510.0,18.829284,2
0.35,0.29,59.845184,0.0,-0.52,0.2,66.5,-0.3,-0.23,0.075675,0.17,11.32,0,137.19,0,31.873058,186.4361811,0.0009,8.0,0.4641,89.62,0.0,4347.0,0.0017,0.2286,0.7808,1,0,353.0,3.66,0.921,5393.0,19.3419053,1
0.14,0.15,30.786917,-0.02,1.25,-0.12,36.1,0.08,0.15,0.025096,0.04,2.33,0,5.05,0,4.635349,8.04727721,-9e-05,166.0,0.3858,79.3,0.412,486.0,-0.00014,0.2711,0.5367,1,0,855.0,126.56,0.937,5840.0,19.372455,2
0.48,0.53,19.516884,0.86,0.83,-0.28,23.2,0.4,0.45,0.021514,-0.28,1.44,0,13.88,0,3.8585851,5.87063416,-0.00043,230.0,0.6656,87.35,0.006,505.6,-0.00044,0.0853,0.8184,1,0,616.0,33.99,0.642,4166.0,19.105717,2
0.118,0.148,695.00134,-0.002,0.209,-0.019,812.6,0.116,-0.009,0.112441,-0.148,10.89,0,28.47,0,110.88531,15.358767771,0.0014,71.0,0.4526,89.02,0.0,14638.0,-0.0001,0.2327,0.7728,4,0,662.0,45.46,0.487,5422.0,19.68581524,2
0.36,0.24,15.492322,1.17,-0.76,-0.28,18.8,0.22,0.13,0.018587,-0.2,2.51,0,54.3,0,4.6953783,29.5390897,-0.00049,42.0,0.2998,89.78,0.014,403.3,0.00037,0.3138,0.8268,1,0,714.0,61.49,0.213,6572.0,19.366239,2
0.42,0.25,14.532,-0.12,-0.8,-0.42,15.7,0.05,0.14,0.020525,-0.21,1.99,0,43.6,0,5.597623,35.6364022,-3e-05,35.0,0.3447,89.14,0.387,452.6,0.00033,0.2916,0.6484,1,0,537.0,19.62,0.654,5926.0,19.349398,1
0.218,0.036,1297.9481,-0.0005,-0.034,0.034,103.9,0.216,-0.025,0.328908,-0.025,45.58,1,2.76,0,78.99686,0.94773253,0.0,1411.0,0.3069,64.51,0.006,11306.0,0.0,0.2998,0.0,1,0,2321.0,6862.81,1.186,6302.0,19.48498256,0
0.35,0.38,21.225487,-1.04,-1.29,0.26,28.2,-0.23,-0.26,0.017196,0.28,1.55,1,7.82,0,4.112915,0.784031658,0.00019,683.0,0.4603,89.25,0.0,352.2,0.00049,0.2291,0.8228,1,0,1705.0,1995.65,0.102,5435.0,19.608777,0
0.094,0.116,149.7421,0.173,-0.46,0.094,76.6,-0.01,0.114,0.064401,0.021,7.19,0,13.94,0,20.03778,8.98128472,-0.0019,126.0,0.3729,88.79,0.0,4924.0,-0.00411,0.2826,0.5444,1,0,898.0,153.36,0.294,5977.0,19.7714411,1
0.23,0.11,25.692062,0.49,-0.06,0.16,32.0,-0.17,-0.06,0.015742,0.09,2.47,0,22.1,0,5.463504,13.07141889,-0.000111,98.0,0.3534,88.05,0.284,251.1,-2e-05,0.2904,0.314,2,0,964.0,203.87,0.751,6122.0,19.649483,2
0.458,0.065,29.723516,-0.105,0.013,-0.443,163.4,-0.116,0.059,0.355752,0.027,19.31,1,2.6,0,5.207069,0.692015479,-0.00181,964.0,0.3803,60.86,0.0,4518.1,-0.00088,0.3384,0.953,1,0,1057.0,294.34,1.267,3752.0,19.1428732,0
6.15,1.04,191.25253,-19.982,10.451,-5.29,108.9,3.14,0.46,0.060851,-0.93,5.14,1,12.42,1,64.12946,17.0421346,0.05989,69.0,0.49,86.38,0.0,3616.7,-0.03221,0.2075,0.0644,1,0,594.0,29.47,0.784,5367.0,19.4185967,0
0.257,0.298,206.1693,0.373,0.072,0.088,165.3,0.242,0.289,0.357845,0.072,27.43,1,11.13,0,27.171032,7.94671044,-0.0018,164.0,0.627,83.53,0.0,6084.4,-0.002,0.1082,0.033,1,0,673.0,48.5,1.255,4859.0,19.186982,0
1.25,10.83,33.648304,0.162,-1.54,0.99,44.8,0.76,10.55,0.348356,2.45,38.04,1,2.95,1,6.4695573,3.74781242,-0.0041,238.0,0.4035,64.75,0.0,5367.0,-0.0109,0.2622,0.4382,1,0,1172.0,446.47,1.258,5780.0,19.401538,0
0.24,0.5,23.556185,0.15,0.4,0.13,26.0,-0.2,-0.5,0.037986,0.02,3.64,0,134.3,0,10.598758,192.667139,-0.00012,7.0,0.4526,89.61,0.035,1148.3,0.00071,0.2327,0.5141,1,0,283.0,1.52,0.911,5401.0,19.77809,1
0.17,0.18,22.076683,-0.6,-0.51,0.13,26.2,0.11,0.06,0.012443,-0.17,0.93,0,19.33,0,3.9406226,3.989544192,0.000167,341.0,0.4535,89.75,0.009,190.0,0.00011,0.2337,0.5043,1,0,903.0,157.1,0.085,5229.0,19.643311,2
0.58,0.46,20.901041,0.26,-0.3,0.1,23.3,0.57,0.43,0.014377,0.15,1.58,0,21.31,0,4.6149454,17.9776037,-8e-05,73.0,0.3071,88.06,0.545,213.9,6e-05,0.3058,0.1035,2,0,752.0,75.61,0.721,6296.0,19.135974,2
0.58,0.71,12.777316,2.1,-0.51,-0.19,13.9,-0.55,-0.69,0.009947,-0.16,1.09,0,13.63,0,3.4042969,11.8693144,-0.0002,109.0,0.3071,86.93,0.016,101.9,4.1e-05,0.3058,0.2918,2,0,864.0,131.58,0.73,6296.0,19.136025,2
0.39,0.35,33.825256,-0.1,0.16,0.36,38.4,-0.13,0.21,0.01467,0.29,1.64,0,29.15,0,6.358666,12.98494603,5.9e-05,79.0,0.3342,89.91,0.044,257.2,-0.000111,0.2965,0.0019,1,0,818.0,105.74,0.046,5948.0,19.095575,2
0.103,0.005,1341.889,-0.0944,0.0326,-0.074,1640.0,-0.073,-0.001,0.107197,-0.005,13.32,1,9.795,0,121.105415,7.300735516,-0.00044,188.0,0.2947,87.39,0.0,13052.0,0.00109,0.3103,0.0963,1,0,1086.0,328.98,0.446,6434.0,19.73650758,0
0.21,0.26,28.67196,0.56,-0.51,0.11,34.3,0.18,0.26,0.024928,-0.05,2.4,0,29.2,0,5.8425097,19.17893976,-0.00013,68.0,0.3928,89.99,0.707,752.8,-8e-05,0.2676,0.3689,1,0,640.0,39.65,0.004,5767.0,19.8321856,2
0.27,0.11,29.367743,-0.7,-0.07,0.06,36.3,-0.26,-0.06,0.023477,0.1,1.95,0,17.54,0,5.6226835,6.99130452,0.00028,157.0,0.6441,87.58,0.054,555.4,-0.00016,0.0989,0.1759,1,0,716.0,62.05,0.74,4847.0,19.7451338,2
0.19,0.09,51.077126,0.06,-0.57,0.09,51.4,0.17,0.02,0.336767,0.09,29.02,0,52.5,0,14.101825,52.971584,-0.0006,27.0,0.4966,88.63,0.0,3882.6,0.0027,0.2043,0.8064,1,0,402.0,6.19,1.259,5204.0,18.7745929,1
0.71,0.1,42.818226,-0.28,0.91,-0.32,52.6,0.63,0.1,0.023021,0.02,1.42,0,12.12,0,5.011481,3.517494725,-3e-05,384.0,0.6215,86.49,0.053,532.8,-0.00017,0.1171,0.7722,1,0,704.0,58.08,0.742,4132.0,19.4101904,2
0.31,0.3,17.594885,-0.99,-0.49,-0.08,20.1,-0.3,-0.29,0.011969,-0.08,1.7,0,5.31,0,4.5954695,6.93365167,0.000131,156.0,0.3958,80.2,0.01,119.6,8.8e-05,0.2678,0.7843,2,0,1104.0,351.27,0.904,5861.0,19.611382,2
0.583,0.61,19.2544115,-0.0005,-0.034,-0.004,2.8,-0.017,0.0,0.00867,0.0,1.07,0,80.7,0,5.5897505,5.91393977,0.0,143.0,0.3418,89.95,0.006,84.0,0.0,0.3014,0.4866,2,0,1112.0,361.0,0.0896,6194.0,19.48498256,1
0.5,0.54,30.7175,0.0,-0.17,0.19,40.2,0.46,0.5,0.019179,0.21,3.38,0,56.59,0,8.74926,61.0373591,7e-05,22.0,0.3325,89.93,0.196,437.5,0.00015,0.307,0.5103,1,0,610.0,32.74,0.071,6309.0,19.3779014,2
0.19,0.33,20.278923,0.32,0.3,-0.18,23.8,0.05,0.3,0.030574,-0.15,2.31,0,46.2,0,4.884298,33.8677783,-0.00028,41.0,0.674,89.02,0.014,894.8,-0.00082,0.0722,0.7274,1,0,394.0,5.69,0.787,4564.0,19.340444,2
0.09,0.24,20.084682,-0.55,-0.18,-0.09,25.0,-0.01,0.06,0.246245,-0.23,21.92,0,15.45,0,4.442915,14.62399621,0.00078,92.0,0.3728,85.51,0.202,1082.0,7e-05,0.2787,0.2989,1,0,681.0,50.91,1.209,5753.0,19.422467,1
0.109,0.062,426.68494,0.0801,0.0692,0.108,1171.2,-0.008,-0.036,0.141743,0.05,33.63,1,739.3,0,424.7103,1064.2680956,0.0,3.0,0.3069,89.97,0.281,22772.0,0.0,0.2998,-1.0,1,0,281.0,1.47,0.447,6340.0,19.21724404,0
0.583,0.61,178.31566,-47.75,32.43,-0.004,97.2,-0.017,0.0,2.216856,0.0,207.71,0,3.92,1,28.180391,2.113202658,0.02393,535.0,0.4415,35.77,0.0,2104.8,-0.01585,0.2396,0.8058,1,0,1281.0,635.47,3.178,5482.0,19.7932625,0
0.027,0.003,269.3825,-0.067,0.005,0.019,215.0,0.019,0.002,0.108981,0.002,10.15,0,24.44,0,41.37362,9.771462706,0.00051,108.0,0.3858,87.78,0.004,6933.2,0.00047,0.2711,0.5946,1,0,799.0,96.39,0.946,5812.0,19.0766234,1
0.088,0.048,203.09047,0.045,-0.041,-0.066,237.1,-0.058,0.004,0.127752,-0.048,10.83,0,274.01,0,118.01934,281.5628889,0.0005,4.0,0.6323,90.0,0.161,21012.0,-0.0016,0.1054,0.2155,1,0,214.0,0.49,0.0,4810.0,18.9899939,1
9.41,9.37,28.725586,55.18,-9.4,8.04,78.8,-4.9,-4.96,0.236655,7.95,22.9,1,1.396,1,5.277521,1.157808038,0.0,979.0,0.4603,30.49,0.006,866.7,0.00252,0.2291,0.9081,1,0,1579.0,1472.38,1.203,5566.0,19.813027,0
8.981,8.987,27.892395,-112.11,-66.32,-7.877,36.0,-4.315,-4.444,0.010721,-7.811,1.82,1,7.72,1,9.80839,6.14281498,0.01246,223.0,0.2938,85.02,0.0,122.0,0.007375,0.311,0.5301,1,0,1355.0,796.26,0.67,6495.0,19.465577,0
0.38,0.1,29.82373,-0.24,0.27,0.07,35.3,0.37,0.1,0.011409,0.0,1.16,0,18.429,0,5.4291725,5.69919592,4.9e-05,235.0,0.4096,89.98,0.264,159.4,-2.8e-05,0.2602,0.3686,1,0,964.0,204.18,0.007,5646.0,19.5056217,2
0.38,0.47,39.39738,0.19,0.11,0.28,51.3,0.27,0.4,0.016794,0.25,2.49,0,12.67,0,7.2776318,18.11473813,-4.7e-05,71.0,0.3589,85.95,0.218,241.5,-5.7e-05,0.2891,0.9807,1,0,830.0,112.43,0.896,6109.0,19.2441096,2
0.44,0.46,26.684687,-0.23,0.13,-0.36,30.8,0.25,0.33,0.011618,-0.32,1.6,0,15.566,0,5.4707284,6.24145791,2.8e-05,216.0,0.4046,89.89,0.829,163.7,-1.3e-05,0.2638,0.7843,1,0,1111.0,360.09,0.029,5810.0,19.084777,2
0.29,0.15,26.788187,-0.24,-0.02,-0.03,34.7,-0.29,-0.14,0.012581,0.06,1.78,0,25.36,0,5.733502,20.4222447,1.1e-05,65.0,0.3661,89.87,0.783,189.3,-2.7e-05,0.2844,0.1254,2,0,785.0,89.74,0.059,6119.0,19.3393823,2
0.4,0.44,27.92319,0.21,0.39,0.21,37.7,-0.34,-0.34,0.023183,0.28,2.86,0,7.0,0,4.6698503,8.72585478,0.00017,155.0,0.3447,82.52,0.028,446.7,0.00017,0.2916,0.0394,5,0,985.0,222.19,0.911,6036.0,19.883475,2
0.42,0.38,25.269482,0.04,0.07,-0.36,33.6,0.22,0.24,0.025515,-0.29,3.15,0,6.24,0,5.256572,12.88291395,0.00028,103.0,0.3447,81.13,0.0,460.5,0.00036,0.2916,0.9506,5,0,865.0,132.23,0.962,6036.0,19.883471,2
